x,y,id,s
0.17,-0.23,"0.README_1.txt",4.0
-0.16,-0.21,"0.README_2.txt",4.0
0.01,-0.17,"0.README_3.txt",4.0
0.79,-0.26,"1994Internet_1.txt",19.56
-0.31,-0.11,"a_1.txt",4.0
0.32,-0.16,"a_2.txt",4.0
0.35,-0.24,"a_3.txt",4.0
-0.01,-0.07,"a_4.txt",4.0
0.44,-0.29,"a_5.txt",4.0
0.42,-0.08,"a_6.txt",4.0
0.40,0.28,"a_7.txt",4.0
0.46,0.02,"a_8.txt",4.0
-0.46,-0.11,"a_9.txt",4.0
-0.48,-0.13,"a_10.txt",4.0
0.57,-0.16,"a_11.txt",4.0
0.29,0.34,"a_12.txt",4.0
0.43,-0.05,"a_13.txt",4.0
0.45,-0.24,"a_14.txt",4.0
0.47,-0.24,"a_15.txt",4.0
-0.33,-0.15,"a_16.txt",4.0
0.45,-0.10,"a_17.txt",4.0
0.20,-0.21,"a_18.txt",4.0
0.55,-0.10,"a_19.txt",4.0
-0.42,-0.11,"a_20.txt",4.0
0.20,-0.05,"a_21.txt",4.0
-0.44,-0.13,"a_22.txt",4.0
0.53,-0.08,"a_23.txt",4.0
0.34,-0.22,"a_24.txt",4.0
0.46,0.05,"a_25.txt",4.0
0.52,-0.12,"a_26.txt",4.0
0.16,0.57,"a_27.txt",4.0
0.04,-0.12,"a_28.txt",4.0
0.56,-0.18,"a_29.txt",4.0
0.55,0.06,"a_30.txt",4.0
0.45,0.30,"a_31.txt",4.0
-0.04,0.11,"aaindices_1.txt",10.81
-0.44,-0.09,"aaindices_2.txt",4.0
0.72,-0.26,"adessay_1.txt",17.9
-0.46,-0.11,"advert_1.txt",4.0
-0.13,-0.11,"advert_2.txt",4.0
0.44,-0.08,"advert_3.txt",6.69
-0.19,-0.12,"ah_1.txt",4.0
0.11,-0.14,"ah_2.txt",4.0
0.57,-0.28,"ah_3.txt",4.0
0.53,-0.08,"ah_4.txt",4.0
0.09,0.26,"ah_5.txt",4.0
0.38,0.15,"ah_6.txt",4.0
-0.47,-0.07,"ah_7.txt",4.0
0.57,-0.31,"ah_8.txt",4.0
-0.33,-0.04,"ah_9.txt",4.0
-0.32,0.10,"ah_10.txt",4.0
0.04,0.01,"ah_11.txt",4.0
-0.41,-0.01,"ah_12.txt",4.0
0.67,-0.03,"ah_13.txt",4.0
0.23,0.09,"ah_14.txt",4.0
0.54,-0.24,"ah_15.txt",4.0
0.04,-0.01,"ah_16.txt",4.0
0.69,-0.25,"ah_17.txt",4.0
-0.42,-0.11,"ah_18.txt",4.0
-0.18,0.83,"ah_19.txt",4.0
0.02,0.01,"ah_20.txt",4.0
0.53,-0.20,"ah_21.txt",4.0
-0.49,-0.15,"ah_22.txt",4.0
0.45,-0.28,"ah_23.txt",4.0
0.58,0.01,"ah_24.txt",4.0
0.06,0.13,"ah_25.txt",4.0
0.50,0.05,"ah_26.txt",4.0
-0.14,0.58,"ah_27.txt",4.0
0.66,-0.14,"ah_28.txt",5.41
0.10,-0.09,"ah_29.txt",4.0
0.25,-0.19,"alwaysalready_1.txt",23.14
0.07,-0.09,"alwaysalready_2.txt",4.0
0.47,-0.06,"am_1.txt",4.0
-0.08,-0.22,"am_2.txt",4.0
0.34,-0.10,"am_3.txt",4.0
0.43,0.20,"am_4.txt",4.0
-0.12,0.58,"am_5.txt",4.0
0.47,-0.12,"am_6.txt",4.0
0.33,-0.17,"am_7.txt",4.0
-0.06,0.24,"am_8.txt",4.0
0.12,-0.20,"am_9.txt",4.0
0.31,0.08,"am_10.txt",4.0
0.15,-0.00,"am_11.txt",4.0
0.14,-0.00,"am_12.txt",4.0
-0.32,0.22,"am_13.txt",4.0
-0.14,0.17,"am_14.txt",4.0
-0.47,-0.13,"am_15.txt",4.0
0.04,-0.08,"am_16.txt",4.0
0.61,-0.12,"am_17.txt",4.0
0.42,-0.13,"am_18.txt",4.0
0.48,-0.13,"am_19.txt",4.0
0.22,-0.26,"am_20.txt",4.0
-0.41,-0.08,"am_21.txt",4.0
0.05,-0.21,"am_22.txt",4.0
0.57,-0.28,"am_23.txt",4.0
-0.25,-0.21,"am_24.txt",4.0
-0.05,0.65,"am_25.txt",4.0
0.30,-0.10,"am_26.txt",4.0
0.35,-0.00,"am_27.txt",4.0
0.09,-0.15,"am_28.txt",4.0
0.48,-0.24,"am_29.txt",4.0
-0.00,0.19,"am_30.txt",4.0
-0.40,0.07,"am_31.txt",4.0
-0.24,0.06,"am_32.txt",4.0
-0.45,0.04,"am_33.txt",4.0
-0.36,-0.05,"am_34.txt",4.0
-0.44,-0.08,"am_35.txt",4.0
-0.38,0.08,"am_36.txt",4.0
0.11,-0.12,"am_37.txt",4.0
0.34,-0.14,"am_38.txt",4.0
0.44,-0.16,"an_1.txt",4.0
0.10,-0.17,"an_2.txt",4.0
0.37,-0.06,"an_3.txt",4.0
0.17,0.02,"an_4.txt",4.0
0.25,-0.13,"an_5.txt",4.0
0.39,0.16,"an_6.txt",4.0
0.40,0.10,"an_7.txt",4.0
-0.32,-0.19,"an_8.txt",4.0
0.37,0.07,"an_9.txt",4.0
0.41,-0.23,"an_10.txt",4.0
-0.04,-0.06,"an_11.txt",4.0
0.11,0.18,"an_12.txt",4.0
0.49,-0.04,"an_13.txt",4.0
-0.03,0.04,"an_14.txt",4.0
0.24,-0.08,"an_15.txt",4.0
-0.43,-0.08,"an_16.txt",4.0
-0.28,0.27,"an_17.txt",4.0
0.02,0.13,"an_18.txt",4.0
0.32,-0.20,"an_19.txt",4.0
0.53,-0.22,"an_20.txt",4.0
0.24,-0.14,"an_21.txt",4.0
-0.05,-0.04,"an_22.txt",4.0
-0.38,-0.09,"an_23.txt",4.0
0.29,0.61,"an_24.txt",4.0
0.41,-0.17,"an_25.txt",4.0
0.05,-0.18,"an_26.txt",4.0
0.06,-0.14,"an_27.txt",4.0
0.12,0.01,"an_28.txt",4.0
0.14,-0.02,"an_29.txt",4.0
0.22,-0.06,"an_30.txt",4.0
0.06,-0.08,"an_31.txt",4.0
-0.34,-0.14,"an_32.txt",4.0
-0.20,-0.11,"an_33.txt",4.0
0.15,0.40,"an_34.txt",4.0
0.31,0.03,"an_35.txt",4.0
0.52,-0.10,"an_36.txt",4.0
-0.48,-0.12,"ap_1.txt",4.0
-0.38,-0.12,"ap_2.txt",4.0
-0.06,-0.02,"ap_3.txt",4.0
-0.29,-0.06,"ap_4.txt",4.0
-0.07,0.14,"ap_5.txt",4.0
0.33,-0.17,"ap_6.txt",4.0
0.56,0.08,"ap_7.txt",4.0
-0.16,0.33,"ap_8.txt",4.0
0.04,0.53,"ap_9.txt",4.0
0.40,-0.25,"ap_10.txt",4.0
-0.09,-0.10,"ap_11.txt",4.0
-0.30,-0.04,"ap_12.txt",4.0
-0.04,0.35,"ap_13.txt",4.0
0.15,-0.17,"ap_14.txt",4.0
-0.32,-0.19,"ap_15.txt",4.0
-0.36,-0.18,"ap_16.txt",4.0
0.39,-0.16,"ap_17.txt",4.0
0.21,0.02,"ap_18.txt",4.0
0.07,-0.14,"ap_19.txt",4.0
-0.18,-0.01,"ap_20.txt",4.0
0.15,-0.21,"ap_21.txt",4.0
0.39,0.09,"ap_22.txt",4.0
0.32,-0.22,"ap_23.txt",4.0
0.01,0.13,"ap_24.txt",4.0
0.11,-0.18,"ap_25.txt",4.0
0.02,-0.14,"ap_26.txt",4.0
-0.16,0.49,"ap_27.txt",4.0
-0.03,-0.17,"ap_28.txt",4.0
0.38,-0.12,"ap_29.txt",4.0
-0.45,-0.06,"ap_30.txt",4.0
0.47,-0.21,"ap_31.txt",4.0
-0.47,-0.13,"ap_32.txt",4.0
0.61,-0.14,"ap_33.txt",4.0
0.26,-0.14,"ap_34.txt",4.0
-0.23,-0.17,"ap_35.txt",5.38
0.39,0.03,"ap_36.txt",4.0
-0.47,-0.12,"archelim_1.txt",212.68
-0.47,-0.12,"archex_1.txt",709.37
0.66,-0.18,"avatar_1.txt",5.14
0.39,-0.17,"b_1.txt",4.0
0.40,-0.17,"b_2.txt",4.0
0.51,-0.18,"b_3.txt",4.0
0.48,-0.09,"b_4.txt",4.0
-0.09,0.10,"b_5.txt",4.0
0.19,0.13,"b_6.txt",4.0
0.58,0.06,"b_7.txt",4.0
0.65,-0.24,"b_8.txt",4.0
0.39,0.09,"b_9.txt",4.0
0.57,-0.08,"b_10.txt",4.0
0.53,-0.11,"b_11.txt",4.0
0.38,0.05,"b_12.txt",4.0
0.17,0.00,"b_13.txt",4.0
0.77,-0.05,"b_14.txt",6.93
-0.06,-0.25,"b_15.txt",4.0
-0.37,-0.20,"b_16.txt",4.0
-0.14,-0.18,"b_17.txt",4.0
0.58,-0.08,"b_18.txt",4.0
0.46,-0.28,"b_19.txt",4.0
0.21,0.21,"b_20.txt",4.0
0.47,-0.07,"b_21.txt",4.0
0.24,-0.01,"b_22.txt",4.0
0.37,-0.02,"b_23.txt",4.0
0.06,0.31,"b_24.txt",4.0
0.56,-0.14,"b_25.txt",4.0
0.53,-0.13,"b_26.txt",4.0
-0.18,0.00,"b_27.txt",4.0
0.22,0.05,"ba_1.txt",4.0
0.16,-0.04,"ba_2.txt",4.0
0.11,-0.26,"ba_3.txt",4.0
0.49,-0.12,"ba_4.txt",4.0
0.50,0.29,"ba_5.txt",4.0
0.35,-0.06,"ba_6.txt",4.0
-0.02,0.09,"ba_7.txt",4.0
-0.14,-0.21,"ba_8.txt",4.0
0.33,-0.21,"ba_9.txt",4.0
-0.20,-0.12,"ba_10.txt",4.0
0.41,-0.22,"ba_11.txt",4.0
0.08,0.12,"ba_12.txt",4.0
0.25,-0.04,"ba_13.txt",4.0
0.45,-0.04,"ba_14.txt",4.0
0.31,0.07,"ba_15.txt",4.0
0.37,-0.05,"ba_16.txt",4.0
0.22,-0.14,"ba_17.txt",4.0
0.49,-0.11,"ba_18.txt",4.0
0.21,-0.02,"ba_19.txt",4.0
0.03,-0.07,"ba_20.txt",4.0
0.34,-0.26,"ba_21.txt",4.0
0.07,-0.18,"ba_22.txt",4.0
0.39,-0.18,"ba_23.txt",4.0
0.38,-0.22,"ba_24.txt",4.0
0.14,-0.21,"ba_25.txt",4.0
0.10,-0.24,"ba_26.txt",4.0
-0.11,-0.14,"ba_27.txt",4.0
0.27,-0.29,"ba_28.txt",4.0
0.45,-0.17,"ba_29.txt",4.0
0.23,-0.06,"ba_30.txt",4.0
0.24,-0.22,"ba_31.txt",4.0
0.12,0.14,"ba_32.txt",4.0
0.33,-0.04,"ba_33.txt",4.0
0.26,-0.08,"ba_34.txt",4.0
0.39,-0.23,"ba_35.txt",4.0
-0.10,0.05,"ba_36.txt",4.0
-0.37,-0.14,"ba_37.txt",4.0
0.42,-0.20,"ba_38.txt",4.0
0.34,-0.21,"ba_39.txt",4.0
0.48,-0.09,"ba_40.txt",4.0
-0.43,-0.11,"baghdad_1.txt",4.0
0.12,-0.23,"bb_1.txt",4.0
0.18,0.06,"bb_2.txt",4.0
-0.08,0.38,"bb_3.txt",4.0
0.53,-0.15,"bb_4.txt",4.0
0.18,-0.17,"bb_5.txt",4.0
0.58,-0.09,"bb_6.txt",4.0
0.35,-0.19,"bb_7.txt",4.0
0.61,-0.27,"bb_8.txt",4.0
-0.42,0.09,"bb_9.txt",4.0
0.12,-0.10,"bb_10.txt",4.0
0.15,-0.15,"bb_11.txt",4.0
0.27,-0.04,"bb_12.txt",4.0
0.35,-0.26,"bb_13.txt",4.0
-0.13,-0.27,"bb_14.txt",4.0
-0.07,-0.25,"bb_15.txt",4.0
-0.43,-0.15,"bb_16.txt",4.0
0.00,-0.10,"bb_17.txt",4.0
-0.35,-0.18,"bb_18.txt",4.0
0.43,-0.20,"bb_19.txt",4.0
-0.45,-0.11,"bb_20.txt",4.0
0.28,-0.17,"bb_21.txt",4.0
0.49,-0.05,"bb_22.txt",4.0
0.18,-0.15,"bb_23.txt",4.0
0.58,-0.21,"bb_24.txt",4.0
-0.03,0.12,"bb_25.txt",4.0
