x,y,id,s
0.25,-0.37,"0.README_1.txt",4.0
-0.21,-0.34,"0.README_2.txt",4.0
0.02,-0.29,"0.README_3.txt",4.0
0.98,-0.34,"1994Internet_1.txt",19.56
-0.44,-0.18,"a_1.txt",4.0
0.45,-0.24,"a_2.txt",4.0
0.49,-0.37,"a_3.txt",4.0
-0.00,-0.12,"a_4.txt",4.0
0.60,-0.43,"a_5.txt",4.0
0.59,-0.12,"a_6.txt",4.0
0.55,0.42,"a_7.txt",4.0
0.63,0.03,"a_8.txt",4.0
-0.63,-0.17,"a_9.txt",4.0
-0.66,-0.19,"a_10.txt",4.0
0.76,-0.23,"a_11.txt",4.0
0.40,0.52,"a_12.txt",4.0
0.59,-0.07,"a_13.txt",4.0
0.61,-0.36,"a_14.txt",4.0
0.63,-0.35,"a_15.txt",4.0
-0.46,-0.25,"a_16.txt",4.0
0.62,-0.15,"a_17.txt",4.0
0.29,-0.33,"a_18.txt",4.0
0.75,-0.14,"a_19.txt",4.0
-0.58,-0.16,"a_20.txt",4.0
0.30,-0.07,"a_21.txt",4.0
-0.61,-0.19,"a_22.txt",4.0
0.72,-0.11,"a_23.txt",4.0
0.47,-0.33,"a_24.txt",4.0
0.63,0.08,"a_25.txt",4.0
0.71,-0.17,"a_26.txt",4.0
0.21,0.79,"a_27.txt",4.0
0.07,-0.20,"a_28.txt",4.0
0.75,-0.26,"a_29.txt",4.0
0.74,0.09,"a_30.txt",4.0
0.61,0.43,"a_31.txt",4.0
-0.04,0.18,"aaindices_1.txt",10.81
-0.61,-0.14,"aaindices_2.txt",4.0
0.91,-0.35,"adessay_1.txt",17.9
-0.63,-0.16,"advert_1.txt",4.0
-0.17,-0.18,"advert_2.txt",4.0
0.62,-0.13,"advert_3.txt",6.69
-0.25,-0.21,"ah_1.txt",4.0
0.17,-0.22,"ah_2.txt",4.0
0.75,-0.39,"ah_3.txt",4.0
0.72,-0.11,"ah_4.txt",4.0
0.14,0.41,"ah_5.txt",4.0
0.53,0.24,"ah_6.txt",4.0
-0.65,-0.10,"ah_7.txt",4.0
0.74,-0.43,"ah_8.txt",4.0
-0.47,-0.06,"ah_9.txt",4.0
-0.45,0.17,"ah_10.txt",4.0
0.07,0.01,"ah_11.txt",4.0
-0.57,-0.01,"ah_12.txt",4.0
0.87,-0.04,"ah_13.txt",4.0
0.33,0.15,"ah_14.txt",4.0
0.72,-0.34,"ah_15.txt",4.0
0.07,-0.02,"ah_16.txt",4.0
0.89,-0.33,"ah_17.txt",4.0
-0.58,-0.16,"ah_18.txt",4.0
-0.20,1.04,"ah_19.txt",4.0
0.04,0.01,"ah_20.txt",4.0
0.71,-0.29,"ah_21.txt",4.0
-0.67,-0.22,"ah_22.txt",4.0
0.61,-0.41,"ah_23.txt",4.0
0.78,0.02,"ah_24.txt",4.0
0.10,0.22,"ah_25.txt",4.0
0.68,0.08,"ah_26.txt",4.0
-0.18,0.80,"ah_27.txt",4.0
0.87,-0.19,"ah_28.txt",5.41
0.16,-0.14,"ah_29.txt",4.0
0.35,-0.30,"alwaysalready_1.txt",23.14
0.11,-0.15,"alwaysalready_2.txt",4.0
0.65,-0.09,"am_1.txt",4.0
-0.10,-0.37,"am_2.txt",4.0
0.49,-0.15,"am_3.txt",4.0
0.59,0.31,"am_4.txt",4.0
-0.17,0.80,"am_5.txt",4.0
0.64,-0.18,"am_6.txt",4.0
0.46,-0.26,"am_7.txt",4.0
-0.07,0.39,"am_8.txt",4.0
0.18,-0.33,"am_9.txt",4.0
0.45,0.14,"am_10.txt",4.0
0.23,-0.00,"am_11.txt",4.0
0.21,-0.00,"am_12.txt",4.0
-0.44,0.36,"am_13.txt",4.0
-0.20,0.28,"am_14.txt",4.0
-0.64,-0.20,"am_15.txt",4.0
0.07,-0.14,"am_16.txt",4.0
0.81,-0.17,"am_17.txt",4.0
0.58,-0.19,"am_18.txt",4.0
0.66,-0.20,"am_19.txt",4.0
0.31,-0.41,"am_20.txt",4.0
-0.57,-0.12,"am_21.txt",4.0
0.08,-0.34,"am_22.txt",4.0
0.75,-0.39,"am_23.txt",4.0
-0.34,-0.34,"am_24.txt",4.0
-0.06,0.88,"am_25.txt",4.0
0.44,-0.15,"am_26.txt",4.0
0.50,0.00,"am_27.txt",4.0
0.15,-0.25,"am_28.txt",4.0
0.65,-0.35,"am_29.txt",4.0
0.00,0.32,"am_30.txt",4.0
-0.57,0.12,"am_31.txt",4.0
-0.34,0.10,"am_32.txt",4.0
-0.63,0.06,"am_33.txt",4.0
-0.51,-0.07,"am_34.txt",4.0
-0.61,-0.12,"am_35.txt",4.0
-0.53,0.15,"am_36.txt",4.0
0.16,-0.21,"am_37.txt",4.0
0.48,-0.22,"am_38.txt",4.0
0.61,-0.24,"an_1.txt",4.0
0.15,-0.28,"an_2.txt",4.0
0.52,-0.09,"an_3.txt",4.0
0.26,0.03,"an_4.txt",4.0
0.36,-0.21,"an_5.txt",4.0
0.55,0.25,"an_6.txt",4.0
0.56,0.17,"an_7.txt",4.0
-0.44,-0.30,"an_8.txt",4.0
0.53,0.12,"an_9.txt",4.0
0.56,-0.35,"an_10.txt",4.0
-0.04,-0.10,"an_11.txt",4.0
0.17,0.29,"an_12.txt",4.0
0.67,-0.06,"an_13.txt",4.0
-0.03,0.08,"an_14.txt",4.0
0.35,-0.13,"an_15.txt",4.0
-0.60,-0.11,"an_16.txt",4.0
-0.39,0.43,"an_17.txt",4.0
0.05,0.22,"an_18.txt",4.0
0.45,-0.31,"an_19.txt",4.0
0.70,-0.32,"an_20.txt",4.0
0.34,-0.22,"an_21.txt",4.0
-0.05,-0.07,"an_22.txt",4.0
-0.54,-0.14,"an_23.txt",4.0
0.37,0.82,"an_24.txt",4.0
0.57,-0.25,"an_25.txt",4.0
0.08,-0.30,"an_26.txt",4.0
0.10,-0.23,"an_27.txt",4.0
0.19,0.02,"an_28.txt",4.0
0.21,-0.02,"an_29.txt",4.0
0.32,-0.10,"an_30.txt",4.0
0.10,-0.13,"an_31.txt",4.0
-0.47,-0.22,"an_32.txt",4.0
-0.27,-0.18,"an_33.txt",4.0
0.21,0.60,"an_34.txt",4.0
0.45,0.06,"an_35.txt",4.0
0.70,-0.15,"an_36.txt",4.0
-0.66,-0.18,"ap_1.txt",4.0
-0.53,-0.18,"ap_2.txt",4.0
-0.07,-0.02,"ap_3.txt",4.0
-0.41,-0.10,"ap_4.txt",4.0
-0.09,0.23,"ap_5.txt",4.0
0.46,-0.26,"ap_6.txt",4.0
0.75,0.12,"ap_7.txt",4.0
-0.22,0.51,"ap_8.txt",4.0
0.05,0.75,"ap_9.txt",4.0
0.55,-0.38,"ap_10.txt",4.0
-0.12,-0.16,"ap_11.txt",4.0
-0.42,-0.06,"ap_12.txt",4.0
-0.05,0.54,"ap_13.txt",4.0
0.23,-0.27,"ap_14.txt",4.0
-0.44,-0.31,"ap_15.txt",4.0
-0.50,-0.28,"ap_16.txt",4.0
0.55,-0.24,"ap_17.txt",4.0
