x,y,id,s
0.21,-0.28,"0.README_1.txt",4.0
-0.18,-0.25,"0.README_2.txt",4.0
0.01,-0.21,"0.README_3.txt",4.0
0.86,-0.29,"1994Internet_1.txt",19.56
-0.36,-0.14,"a_1.txt",4.0
0.37,-0.19,"a_2.txt",4.0
0.41,-0.29,"a_3.txt",4.0
-0.01,-0.09,"a_4.txt",4.0
0.51,-0.35,"a_5.txt",4.0
0.49,-0.10,"a_6.txt",4.0
0.46,0.34,"a_7.txt",4.0
0.53,0.02,"a_8.txt",4.0
-0.53,-0.13,"a_9.txt",4.0
-0.55,-0.15,"a_10.txt",4.0
0.65,-0.19,"a_11.txt",4.0
0.33,0.41,"a_12.txt",4.0
0.49,-0.06,"a_13.txt",4.0
0.51,-0.29,"a_14.txt",4.0
0.54,-0.28,"a_15.txt",4.0
-0.39,-0.19,"a_16.txt",4.0
0.52,-0.12,"a_17.txt",4.0
0.24,-0.25,"a_18.txt",4.0
0.63,-0.11,"a_19.txt",4.0
-0.49,-0.13,"a_20.txt",4.0
0.24,-0.06,"a_21.txt",4.0
-0.51,-0.15,"a_22.txt",4.0
0.61,-0.09,"a_23.txt",4.0
0.39,-0.26,"a_24.txt",4.0
0.53,0.06,"a_25.txt",4.0
0.60,-0.14,"a_26.txt",4.0
0.18,0.66,"a_27.txt",4.0
0.05,-0.15,"a_28.txt",4.0
0.64,-0.21,"a_29.txt",4.0
0.62,0.07,"a_30.txt",4.0
0.51,0.35,"a_31.txt",4.0
-0.04,0.13,"aaindices_1.txt",10.81
-0.51,-0.11,"aaindices_2.txt",4.0
0.79,-0.29,"adessay_1.txt",17.9
-0.53,-0.13,"advert_1.txt",4.0
-0.14,-0.14,"advert_2.txt",4.0
0.51,-0.10,"advert_3.txt",6.69
-0.21,-0.15,"ah_1.txt",4.0
0.14,-0.17,"ah_2.txt",4.0
0.65,-0.32,"ah_3.txt",4.0
0.60,-0.09,"ah_4.txt",4.0
0.11,0.32,"ah_5.txt",4.0
0.44,0.19,"ah_6.txt",4.0
-0.54,-0.08,"ah_7.txt",4.0
0.64,-0.35,"ah_8.txt",4.0
-0.39,-0.05,"ah_9.txt",4.0
-0.37,0.12,"ah_10.txt",4.0
0.05,0.01,"ah_11.txt",4.0
-0.47,-0.01,"ah_12.txt",4.0
0.75,-0.04,"ah_13.txt",4.0
0.27,0.11,"ah_14.txt",4.0
0.61,-0.28,"ah_15.txt",4.0
0.05,-0.01,"ah_16.txt",4.0
0.77,-0.28,"ah_17.txt",4.0
-0.49,-0.13,"ah_18.txt",4.0
-0.19,0.92,"ah_19.txt",4.0
0.03,0.01,"ah_20.txt",4.0
0.60,-0.24,"ah_21.txt",4.0
-0.56,-0.18,"ah_22.txt",4.0
0.52,-0.33,"ah_23.txt",4.0
0.66,0.01,"ah_24.txt",4.0
0.08,0.16,"ah_25.txt",4.0
0.57,0.06,"ah_26.txt",4.0
-0.16,0.67,"ah_27.txt",4.0
0.75,-0.16,"ah_28.txt",5.41
0.12,-0.11,"ah_29.txt",4.0
0.29,-0.23,"alwaysalready_1.txt",23.14
0.08,-0.11,"alwaysalready_2.txt",4.0
0.55,-0.07,"am_1.txt",4.0
-0.09,-0.27,"am_2.txt",4.0
0.40,-0.12,"am_3.txt",4.0
0.49,0.24,"am_4.txt",4.0
-0.14,0.67,"am_5.txt",4.0
0.54,-0.14,"am_6.txt",4.0
