x,y,id,s
0.19,-0.25,"0.README_1.txt",4.0
-0.17,-0.23,"0.README_2.txt",4.0
0.01,-0.19,"0.README_3.txt",4.0
0.83,-0.28,"1994Internet_1.txt",19.56
-0.34,-0.13,"a_1.txt",4.0
0.34,-0.17,"a_2.txt",4.0
0.38,-0.27,"a_3.txt",4.0
-0.01,-0.08,"a_4.txt",4.0
0.47,-0.32,"a_5.txt",4.0
0.46,-0.09,"a_6.txt",4.0
0.43,0.31,"a_7.txt",4.0
0.49,0.02,"a_8.txt",4.0
-0.49,-0.12,"a_9.txt",4.0
-0.51,-0.14,"a_10.txt",4.0
0.61,-0.17,"a_11.txt",4.0
0.31,0.38,"a_12.txt",4.0
0.46,-0.05,"a_13.txt",4.0
0.48,-0.26,"a_14.txt",4.0
0.50,-0.26,"a_15.txt",4.0
-0.36,-0.17,"a_16.txt",4.0
0.48,-0.11,"a_17.txt",4.0
0.22,-0.23,"a_18.txt",4.0
0.59,-0.11,"a_19.txt",4.0
-0.45,-0.12,"a_20.txt",4.0
0.22,-0.05,"a_21.txt",4.0
-0.47,-0.14,"a_22.txt",4.0
0.57,-0.08,"a_23.txt",4.0
0.37,-0.24,"a_24.txt",4.0
0.49,0.06,"a_25.txt",4.0
0.56,-0.13,"a_26.txt",4.0
0.17,0.62,"a_27.txt",4.0
0.04,-0.13,"a_28.txt",4.0
0.60,-0.19,"a_29.txt",4.0
0.59,0.06,"a_30.txt",4.0
0.48,0.32,"a_31.txt",4.0
-0.04,0.12,"aaindices_1.txt",10.81
-0.47,-0.10,"aaindices_2.txt",4.0
0.76,-0.28,"adessay_1.txt",17.9
-0.49,-0.12,"advert_1.txt",4.0
-0.14,-0.12,"advert_2.txt",4.0
0.48,-0.09,"advert_3.txt",6.69
-0.20,-0.14,"ah_1.txt",4.0
0.13,-0.15,"ah_2.txt",4.0
0.61,-0.30,"ah_3.txt",4.0
0.57,-0.08,"ah_4.txt",4.0
0.10,0.29,"ah_5.txt",4.0
0.41,0.17,"ah_6.txt",4.0
-0.50,-0.08,"ah_7.txt",4.0
0.60,-0.33,"ah_8.txt",4.0
-0.36,-0.05,"ah_9.txt",4.0
-0.35,0.11,"ah_10.txt",4.0
0.04,0.01,"ah_11.txt",4.0
-0.44,-0.01,"ah_12.txt",4.0
0.71,-0.03,"ah_13.txt",4.0
0.25,0.10,"ah_14.txt",4.0
0.58,-0.26,"ah_15.txt",4.0
0.04,-0.01,"ah_16.txt",4.0
0.73,-0.26,"ah_17.txt",4.0
-0.45,-0.12,"ah_18.txt",4.0
-0.18,0.88,"ah_19.txt",4.0
0.02,0.01,"ah_20.txt",4.0
0.57,-0.22,"ah_21.txt",4.0
-0.52,-0.16,"ah_22.txt",4.0
0.48,-0.31,"ah_23.txt",4.0
0.62,0.01,"ah_24.txt",4.0
0.07,0.14,"ah_25.txt",4.0
0.53,0.05,"ah_26.txt",4.0
-0.15,0.62,"ah_27.txt",4.0
0.70,-0.15,"ah_28.txt",5.41
0.11,-0.10,"ah_29.txt",4.0
0.27,-0.21,"alwaysalready_1.txt",23.14
0.07,-0.10,"alwaysalready_2.txt",4.0
0.51,-0.07,"am_1.txt",4.0
-0.08,-0.25,"am_2.txt",4.0
0.37,-0.11,"am_3.txt",4.0
0.46,0.22,"am_4.txt",4.0
-0.13,0.62,"am_5.txt",4.0
0.50,-0.13,"am_6.txt",4.0
0.35,-0.18,"am_7.txt",4.0
-0.06,0.27,"am_8.txt",4.0
0.13,-0.23,"am_9.txt",4.0
0.34,0.09,"am_10.txt",4.0
0.17,-0.00,"am_11.txt",4.0
0.15,-0.00,"am_12.txt",4.0
-0.34,0.25,"am_13.txt",4.0
