x,y,id,s
0.28,-0.43,"0.README_1.txt",4.0
-0.23,-0.40,"0.README_2.txt",4.0
0.03,-0.34,"0.README_3.txt",4.0
1.05,-0.37,"1994Internet_1.txt",19.56
-0.48,-0.21,"a_1.txt",4.0
0.50,-0.28,"a_2.txt",4.0
0.54,-0.43,"a_3.txt",4.0
0.00,-0.14,"a_4.txt",4.0
0.65,-0.49,"a_5.txt",4.0
0.66,-0.14,"a_6.txt",4.0
0.61,0.48,"a_7.txt",4.0
0.70,0.04,"a_8.txt",4.0
-0.70,-0.19,"a_9.txt",4.0
-0.73,-0.22,"a_10.txt",4.0
0.83,-0.26,"a_11.txt",4.0
0.44,0.59,"a_12.txt",4.0
0.66,-0.08,"a_13.txt",4.0
0.67,-0.41,"a_14.txt",4.0
0.70,-0.40,"a_15.txt",4.0
-0.51,-0.29,"a_16.txt",4.0
0.69,-0.17,"a_17.txt",4.0
0.32,-0.39,"a_18.txt",4.0
0.82,-0.15,"a_19.txt",4.0
-0.65,-0.19,"a_20.txt",4.0
0.33,-0.08,"a_21.txt",4.0
-0.68,-0.22,"a_22.txt",4.0
0.80,-0.12,"a_23.txt",4.0
0.52,-0.39,"a_24.txt",4.0
0.70,0.10,"a_25.txt",4.0
0.78,-0.19,"a_26.txt",4.0
0.23,0.88,"a_27.txt",4.0
0.08,-0.24,"a_28.txt",4.0
0.82,-0.29,"a_29.txt",4.0
0.82,0.11,"a_30.txt",4.0
0.67,0.49,"a_31.txt",4.0
-0.04,0.22,"aaindices_1.txt",10.81
-0.68,-0.15,"aaindices_2.txt",4.0
0.99,-0.39,"adessay_1.txt",17.9
-0.70,-0.18,"advert_1.txt",4.0
-0.18,-0.22,"advert_2.txt",4.0
0.68,-0.14,"advert_3.txt",6.69
-0.28,-0.24,"ah_1.txt",4.0
0.20,-0.26,"ah_2.txt",4.0
0.82,-0.44,"ah_3.txt",4.0
0.79,-0.12,"ah_4.txt",4.0
0.16,0.48,"ah_5.txt",4.0
0.59,0.28,"ah_6.txt",4.0
-0.72,-0.11,"ah_7.txt",4.0
0.81,-0.48,"ah_8.txt",4.0
-0.52,-0.07,"ah_9.txt",4.0
-0.50,0.20,"ah_10.txt",4.0
0.08,0.02,"ah_11.txt",4.0
-0.63,-0.00,"ah_12.txt",4.0
0.96,-0.04,"ah_13.txt",4.0
0.38,0.18,"ah_14.txt",4.0
0.79,-0.39,"ah_15.txt",4.0
0.08,-0.02,"ah_16.txt",4.0
0.96,-0.37,"ah_17.txt",4.0
-0.65,-0.19,"ah_18.txt",4.0
-0.20,1.12,"ah_19.txt",4.0
0.05,0.02,"ah_20.txt",4.0
0.78,-0.33,"ah_21.txt",4.0
-0.74,-0.26,"ah_22.txt",4.0
0.66,-0.47,"ah_23.txt",4.0
0.86,0.03,"ah_24.txt",4.0
0.12,0.26,"ah_25.txt",4.0
0.76,0.10,"ah_26.txt",4.0
-0.20,0.89,"ah_27.txt",4.0
0.95,-0.21,"ah_28.txt",5.41
0.18,-0.17,"ah_29.txt",4.0
0.39,-0.35,"alwaysalready_1.txt",23.14
0.13,-0.18,"alwaysalready_2.txt",4.0
0.73,-0.10,"am_1.txt",4.0
-0.10,-0.43,"am_2.txt",4.0
0.54,-0.18,"am_3.txt",4.0
0.65,0.36,"am_4.txt",4.0
-0.18,0.89,"am_5.txt",4.0
0.71,-0.21,"am_6.txt",4.0
0.51,-0.30,"am_7.txt",4.0
-0.08,0.45,"am_8.txt",4.0
0.20,-0.39,"am_9.txt",4.0
0.51,0.16,"am_10.txt",4.0
0.26,-0.00,"am_11.txt",4.0
0.24,-0.00,"am_12.txt",4.0
-0.49,0.42,"am_13.txt",4.0
-0.22,0.33,"am_14.txt",4.0
-0.71,-0.23,"am_15.txt",4.0
0.08,-0.16,"am_16.txt",4.0
0.89,-0.19,"am_17.txt",4.0
0.65,-0.22,"am_18.txt",4.0
0.73,-0.23,"am_19.txt",4.0
0.35,-0.48,"am_20.txt",4.0
-0.63,-0.13,"am_21.txt",4.0
0.09,-0.41,"am_22.txt",4.0
0.82,-0.44,"am_23.txt",4.0
-0.38,-0.40,"am_24.txt",4.0
-0.07,0.97,"am_25.txt",4.0
0.49,-0.18,"am_26.txt",4.0
0.56,0.01,"am_27.txt",4.0
0.17,-0.29,"am_28.txt",4.0
0.71,-0.40,"am_29.txt",4.0
0.01,0.38,"am_30.txt",4.0
-0.63,0.14,"am_31.txt",4.0
-0.37,0.13,"am_32.txt",4.0
-0.70,0.08,"am_33.txt",4.0
-0.57,-0.07,"am_34.txt",4.0
-0.68,-0.14,"am_35.txt",4.0
-0.59,0.18,"am_36.txt",4.0
0.18,-0.24,"am_37.txt",4.0
0.54,-0.26,"am_38.txt",4.0
0.67,-0.28,"an_1.txt",4.0
0.17,-0.34,"an_2.txt",4.0
0.58,-0.10,"an_3.txt",4.0
0.30,0.04,"an_4.txt",4.0
0.40,-0.25,"an_5.txt",4.0
0.61,0.29,"an_6.txt",4.0
0.63,0.20,"an_7.txt",4.0
-0.48,-0.35,"an_8.txt",4.0
0.59,0.14,"an_9.txt",4.0
0.62,-0.40,"an_10.txt",4.0
-0.04,-0.12,"an_11.txt",4.0
0.20,0.35,"an_12.txt",4.0
0.74,-0.06,"an_13.txt",4.0
-0.03,0.10,"an_14.txt",4.0
0.40,-0.15,"an_15.txt",4.0
-0.67,-0.13,"an_16.txt",4.0
-0.43,0.50,"an_17.txt",4.0
0.06,0.26,"an_18.txt",4.0
0.50,-0.36,"an_19.txt",4.0
0.77,-0.37,"an_20.txt",4.0
0.38,-0.26,"an_21.txt",4.0
-0.05,-0.09,"an_22.txt",4.0
-0.60,-0.16,"an_23.txt",4.0
0.39,0.90,"an_24.txt",4.0
0.63,-0.29,"an_25.txt",4.0
0.09,-0.35,"an_26.txt",4.0
0.12,-0.28,"an_27.txt",4.0
0.22,0.02,"an_28.txt",4.0
0.24,-0.03,"an_29.txt",4.0
0.36,-0.11,"an_30.txt",4.0
0.11,-0.15,"an_31.txt",4.0
-0.52,-0.25,"an_32.txt",4.0
-0.29,-0.21,"an_33.txt",4.0
0.23,0.68,"an_34.txt",4.0
0.50,0.07,"an_35.txt",4.0
0.78,-0.17,"an_36.txt",4.0
-0.73,-0.21,"ap_1.txt",4.0
-0.59,-0.21,"ap_2.txt",4.0
-0.08,-0.03,"ap_3.txt",4.0
-0.46,-0.11,"ap_4.txt",4.0
-0.10,0.28,"ap_5.txt",4.0
0.52,-0.30,"ap_6.txt",4.0
0.83,0.14,"ap_7.txt",4.0
-0.24,0.59,"ap_8.txt",4.0
0.06,0.83,"ap_9.txt",4.0
0.61,-0.43,"ap_10.txt",4.0
-0.13,-0.19,"ap_11.txt",4.0
-0.46,-0.07,"ap_12.txt",4.0
-0.05,0.62,"ap_13.txt",4.0
0.26,-0.32,"ap_14.txt",4.0
-0.48,-0.36,"ap_15.txt",4.0
-0.55,-0.33,"ap_16.txt",4.0
0.61,-0.28,"ap_17.txt",4.0
0.35,0.05,"ap_18.txt",4.0
0.13,-0.28,"ap_19.txt",4.0
-0.27,-0.01,"ap_20.txt",4.0
0.25,-0.41,"ap_21.txt",4.0
0.61,0.17,"ap_22.txt",4.0
0.50,-0.39,"ap_23.txt",4.0
0.04,0.27,"ap_24.txt",4.0
0.19,-0.34,"ap_25.txt",4.0
0.04,-0.28,"ap_26.txt",4.0
-0.22,0.79,"ap_27.txt",4.0
-0.02,-0.33,"ap_28.txt",4.0
0.59,-0.21,"ap_29.txt",4.0
-0.69,-0.10,"ap_30.txt",4.0
0.70,-0.35,"ap_31.txt",4.0
-0.72,-0.23,"ap_32.txt",4.0
0.89,-0.22,"ap_33.txt",4.0
0.42,-0.26,"ap_34.txt",4.0
-0.35,-0.33,"ap_35.txt",5.38
0.61,0.08,"ap_36.txt",4.0
-0.72,-0.21,"archelim_1.txt",212.68
-0.72,-0.21,"archex_1.txt",709.37
0.93,-0.28,"avatar_1.txt",5.14
0.60,-0.31,"b_1.txt",4.0
0.62,-0.30,"b_2.txt",4.0
0.76,-0.30,"b_3.txt",4.0
0.73,-0.14,"b_4.txt",4.0
-0.13,0.21,"b_5.txt",4.0
0.31,0.26,"b_6.txt",4.0
0.86,0.12,"b_7.txt",4.0
0.92,-0.38,"b_8.txt",4.0
0.61,0.17,"b_9.txt",4.0
0.84,-0.13,"b_10.txt",4.0
0.79,-0.17,"b_11.txt",4.0
0.61,0.11,"b_12.txt",4.0
0.28,0.01,"b_13.txt",4.0
1.07,-0.06,"b_14.txt",6.93
-0.07,-0.47,"b_15.txt",4.0
-0.56,-0.37,"b_16.txt",4.0
-0.19,-0.36,"b_17.txt",4.0
0.86,-0.13,"b_18.txt",4.0
0.68,-0.47,"b_19.txt",4.0
0.35,0.40,"b_20.txt",4.0
0.71,-0.11,"b_21.txt",4.0
0.39,-0.01,"b_22.txt",4.0
0.58,-0.02,"b_23.txt",4.0
0.10,0.55,"b_24.txt",4.0
0.82,-0.23,"b_25.txt",4.0
0.79,-0.22,"b_26.txt",4.0
-0.27,0.02,"b_27.txt",4.0
0.37,0.11,"ba_1.txt",4.0
0.28,-0.08,"ba_2.txt",4.0
0.18,-0.49,"ba_3.txt",4.0
0.74,-0.19,"ba_4.txt",4.0
0.73,0.47,"ba_5.txt",4.0
0.55,-0.09,"ba_6.txt",4.0
-0.01,0.19,"ba_7.txt",4.0
-0.20,-0.40,"ba_8.txt",4.0
0.52,-0.37,"ba_9.txt",4.0
-0.30,-0.24,"ba_10.txt",4.0
0.62,-0.39,"ba_11.txt",4.0
0.14,0.24,"ba_12.txt",4.0
0.41,-0.06,"ba_13.txt",4.0
0.70,-0.07,"ba_14.txt",4.0
0.50,0.15,"ba_15.txt",4.0
0.58,-0.08,"ba_16.txt",4.0
0.36,-0.26,"ba_17.txt",4.0
0.74,-0.19,"ba_18.txt",4.0
0.35,-0.04,"ba_19.txt",4.0
0.06,-0.15,"ba_20.txt",4.0
0.52,-0.46,"ba_21.txt",4.0
0.12,-0.36,"ba_22.txt",4.0
0.60,-0.33,"ba_23.txt",4.0
0.59,-0.39,"ba_24.txt",4.0
0.23,-0.41,"ba_25.txt",4.0
0.17,-0.45,"ba_26.txt",4.0
-0.15,-0.28,"ba_27.txt",4.0
0.41,-0.52,"ba_28.txt",4.0
0.69,-0.29,"ba_29.txt",4.0
0.38,-0.12,"ba_30.txt",4.0
0.38,-0.41,"ba_31.txt",4.0
0.20,0.27,"ba_32.txt",4.0
0.53,-0.06,"ba_33.txt",4.0
0.43,-0.16,"ba_34.txt",4.0
0.60,-0.40,"ba_35.txt",4.0
-0.15,0.12,"ba_36.txt",4.0
-0.57,-0.26,"ba_37.txt",4.0
0.64,-0.34,"ba_38.txt",4.0
0.53,-0.38,"ba_39.txt",4.0
0.73,-0.16,"ba_40.txt",4.0
-0.66,-0.18,"baghdad_1.txt",4.0
0.20,-0.44,"bb_1.txt",4.0
0.31,0.12,"bb_2.txt",4.0
-0.11,0.66,"bb_3.txt",4.0
0.79,-0.24,"bb_4.txt",4.0
0.29,-0.33,"bb_5.txt",4.0
0.86,-0.14,"bb_6.txt",4.0
0.53,-0.35,"bb_7.txt",4.0
0.86,-0.43,"bb_8.txt",4.0
-0.65,0.19,"bb_9.txt",4.0
0.21,-0.20,"bb_10.txt",4.0
0.25,-0.29,"bb_11.txt",4.0
0.43,-0.08,"bb_12.txt",4.0
0.53,-0.46,"bb_13.txt",4.0
-0.18,-0.52,"bb_14.txt",4.0
-0.09,-0.47,"bb_15.txt",4.0
-0.66,-0.27,"bb_16.txt",4.0
0.03,-0.20,"bb_17.txt",4.0
-0.54,-0.33,"bb_18.txt",4.0
0.65,-0.35,"bb_19.txt",4.0
-0.69,-0.19,"bb_20.txt",4.0
0.44,-0.31,"bb_21.txt",4.0
0.74,-0.08,"bb_22.txt",4.0
0.30,-0.30,"bb_23.txt",4.0
0.83,-0.34,"bb_24.txt",4.0
-0.03,0.24,"bb_25.txt",4.0
-0.74,-0.25,"bb_26.txt",4.0
-0.70,-0.20,"bb_27.txt",4.0
0.68,-0.11,"bb_28.txt",4.0
-0.56,-0.07,"bb_29.txt",4.0
-0.36,0.67,"bb_30.txt",4.0
0.25,-0.29,"bb_31.txt",4.0
0.38,-0.05,"bb_32.txt",4.0
0.08,0.60,"bb_33.txt",4.0
0.15,-0.32,"bb_34.txt",4.0
-0.15,-0.45,"bb_35.txt",4.0
-0.33,-0.25,"bb_36.txt",4.0
-0.32,-0.23,"bb_37.txt",4.0
-0.50,-0.27,"bb_38.txt",4.0
-0.44,-0.28,"bb_39.txt",4.0
-0.59,-0.31,"bb_40.txt",4.0
-0.24,-0.27,"bb_41.txt",4.0
0.63,-0.02,"bb_42.txt",4.0
0.35,-0.11,"bb_43.txt",4.0
0.34,-0.36,"bb_44.txt",4.0
0.56,-0.21,"bb_45.txt",4.0
0.29,-0.13,"bb_46.txt",4.0
0.13,-0.52,"bb_47.txt",4.0
-0.56,-0.32,"bb_48.txt",4.0
-0.28,-0.21,"bb_49.txt",4.0
0.65,-0.35,"bb_50.txt",4.0
-0.44,-0.00,"beginnings_1.txt",4.0
0.22,0.70,"beginnings_2.txt",14.01
-0.23,0.38,"biobreak_1.txt",30.51
0.91,-0.31,"blank_1.txt",4.28
0.76,-0.13,"Blood_1.txt",4.0
0.69,-0.01,"Blood_2.txt",4.0
0.70,-0.38,"Blood_3.txt",4.0
0.37,-0.28,"Blood_4.txt",4.0
-0.64,-0.08,"Blood_5.txt",4.0
0.62,-0.03,"Blood_6.txt",4.0
-0.13,-0.36,"Blood_7.txt",4.0
0.84,-0.14,"Blood_8.txt",4.0
0.60,-0.39,"Blood_9.txt",4.0
0.40,0.87,"Blood_10.txt",4.0
0.77,-0.33,"Blood_11.txt",4.0
0.20,0.03,"Blood_12.txt",4.0
-0.24,-0.03,"Blood_13.txt",4.0
0.36,0.68,"Blood_14.txt",4.0
-0.31,-0.40,"Blood_15.txt",4.0
-0.12,-0.59,"Blood_16.txt",4.0
-0.58,-0.27,"Blood_17.txt",4.0
-0.49,0.13,"Blood_18.txt",4.0
0.07,0.24,"Blood_19.txt",4.0
0.34,0.12,"Blood_20.txt",4.0
0.71,-0.28,"Blood_21.txt",4.0
0.70,-0.08,"Blood_22.txt",4.0
0.60,-0.31,"Blood_23.txt",4.0
0.59,0.14,"Blood_24.txt",4.0
0.33,0.28,"Blood_25.txt",4.0
-0.49,0.20,"Blood_26.txt",4.0
0.51,0.27,"Blood_27.txt",4.0
0.39,0.09,"Blood_28.txt",4.0
-0.30,-0.17,"Blood_29.txt",4.0
0.62,-0.06,"Blood_30.txt",4.0
-0.11,-0.33,"Blood_31.txt",4.0
-0.25,-0.09,"Blood_32.txt",4.0
0.13,-0.02,"bone_1.txt",4.0
0.30,0.16,"bone_2.txt",14.61
-0.74,-0.26,"bone_3.txt",4.0
0.36,-0.02,"bone_4.txt",6.3
0.63,0.43,"brick_1.txt",9.45
0.93,-0.27,"brokenworld_1.txt",4.06
0.25,0.40,"bu_1.txt",4.0
0.10,0.34,"bu_2.txt",4.0
0.56,0.35,"c_1.txt",4.0
0.38,0.45,"c_2.txt",4.0
0.45,-0.25,"c_3.txt",4.0
0.47,-0.43,"c_4.txt",4.0
0.65,0.17,"c_5.txt",4.0
0.84,-0.39,"c_6.txt",4.0
0.08,-0.23,"c_7.txt",4.0
0.49,-0.14,"c_8.txt",4.0
0.60,-0.32,"c_9.txt",4.0
0.29,0.64,"c_10.txt",4.0
-0.09,0.67,"c_11.txt",4.0
0.44,-0.27,"c_12.txt",4.0
