x,y,id,s
0.15,-0.18,"0.README_1.txt",4.0
-0.14,-0.16,"0.README_2.txt",4.0
0.00,-0.14,"0.README_3.txt",4.0
0.71,-0.23,"1994Internet_1.txt",19.56
-0.26,-0.09,"a_1.txt",4.0
0.27,-0.13,"a_2.txt",4.0
0.30,-0.20,"a_3.txt",4.0
-0.01,-0.06,"a_4.txt",4.0
0.38,-0.24,"a_5.txt",4.0
0.36,-0.07,"a_6.txt",4.0
0.34,0.23,"a_7.txt",4.0
0.39,0.01,"a_8.txt",4.0
-0.39,-0.09,"a_9.txt",4.0
-0.41,-0.10,"a_10.txt",4.0
0.49,-0.13,"a_11.txt",4.0
0.24,0.28,"a_12.txt",4.0
0.36,-0.04,"a_13.txt",4.0
0.38,-0.20,"a_14.txt",4.0
0.40,-0.20,"a_15.txt",4.0
-0.28,-0.12,"a_16.txt",4.0
0.38,-0.08,"a_17.txt",4.0
0.17,-0.17,"a_18.txt",4.0
0.48,-0.08,"a_19.txt",4.0
-0.36,-0.09,"a_20.txt",4.0
0.17,-0.04,"a_21.txt",4.0
-0.37,-0.10,"a_22.txt",4.0
0.46,-0.07,"a_23.txt",4.0
0.29,-0.18,"a_24.txt",4.0
0.39,0.04,"a_25.txt",4.0
0.45,-0.10,"a_26.txt",4.0
0.14,0.49,"a_27.txt",4.0
0.03,-0.10,"a_28.txt",4.0
0.48,-0.15,"a_29.txt",4.0
0.47,0.05,"a_30.txt",4.0
0.38,0.25,"a_31.txt",4.0
-0.03,0.08,"aaindices_1.txt",10.81
-0.37,-0.08,"aaindices_2.txt",4.0
0.63,-0.22,"adessay_1.txt",17.9
-0.39,-0.09,"advert_1.txt",4.0
-0.11,-0.09,"advert_2.txt",4.0
0.38,-0.07,"advert_3.txt",6.69
-0.16,-0.10,"ah_1.txt",4.0
0.09,-0.11,"ah_2.txt",4.0
0.50,-0.23,"ah_3.txt",4.0
0.45,-0.06,"ah_4.txt",4.0
0.07,0.21,"ah_5.txt",4.0
0.32,0.12,"ah_6.txt",4.0
-0.40,-0.06,"ah_7.txt",4.0
0.50,-0.26,"ah_8.txt",4.0
-0.28,-0.04,"ah_9.txt",4.0
-0.27,0.08,"ah_10.txt",4.0
0.03,0.00,"ah_11.txt",4.0
-0.34,-0.01,"ah_12.txt",4.0
0.58,-0.03,"ah_13.txt",4.0
0.19,0.07,"ah_14.txt",4.0
0.47,-0.20,"ah_15.txt",4.0
0.03,-0.01,"ah_16.txt",4.0
0.61,-0.21,"ah_17.txt",4.0
-0.36,-0.09,"ah_18.txt",4.0
-0.17,0.75,"ah_19.txt",4.0
0.01,0.00,"ah_20.txt",4.0
0.46,-0.17,"ah_21.txt",4.0
-0.42,-0.12,"ah_22.txt",4.0
0.39,-0.23,"ah_23.txt",4.0
0.50,0.01,"ah_24.txt",4.0
0.05,0.10,"ah_25.txt",4.0
0.42,0.04,"ah_26.txt",4.0
-0.13,0.49,"ah_27.txt",4.0
0.58,-0.12,"ah_28.txt",5.41
0.08,-0.07,"ah_29.txt",4.0
0.21,-0.15,"alwaysalready_1.txt",23.14
0.05,-0.07,"alwaysalready_2.txt",4.0
